Sort,ID,RowID,LTARSiteCode,Category,DataSetVariableName,AttributeDescription,Units,TemporalResolution,TemporalResolutionStandard,StartDate,StartDateStandard,StartDateAgCROS,EndDate,EndDateStandard,EndDateAgCros,DateDif_yrs,ResponsiblePersons,StorageFormat,URLdataAccess,LocationIDoutsideNetwork,SpatialRepeats,SpatialDescription,PublicAccess,Network.Category,AgCROS.Table,AgCROS.VarName,NALTKeywords,subsite,RepoName,ModelName,NALTSubject,ISOTopic,CommonExperiment,trl,AgCROS.VarNameC
7969,UMRB-Morris0087,6123,UMRB-Morris,Meteorology,Relative Humidity,"weather station, RH",%,15 minute,15 minute,9/1/2015,9/1/2015,NA,present,now,NA,NA,S. Wagner,.csv,https://ltar.nal.usda.gov/ltar/met/index,UMRB-Morris-000,1,Swan Lake Research Farm,Open,Meteorology,"WeatherDaily, WeatherStation","Relative humidity, air, daily, mean",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,yes,15 minute,relativeHumidity
7970,UMRB-Morris0088,6124,UMRB-Morris,Meteorology,Precipitation,"weather station, Rainfall, all weather precipitation",mm,15 minute,15 minute,9/1/2015,9/1/2015,NA,present,now,NA,NA,S. Wagner,.csv,https://ltar.nal.usda.gov/ltar/met/index,UMRB-Morris-000,1,Swan Lake Research Farm,Open,Meteorology,"WeatherDaily, WeatherStation","Precipitation, total, no media, daily",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,yes,15 minute,precipitation
7971,UMRB-Morris0089,6125,UMRB-Morris,Meteorology,Air Pressure,"weather station, barometric pressure",kPa,15 minute,15 minute,9/1/2015,9/1/2015,NA,present,now,NA,NA,S. Wagner,.csv,https://ltar.nal.usda.gov/ltar/met/index,UMRB-Morris-000,1,Swan Lake Research Farm,Open,Meteorology,"WeatherDaily, WeatherStation",Pressure,Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,yes,15 minute,
7972,UMRB-Morris0090,6126,UMRB-Morris,Meteorology,Solar Radiation (PAR),"weather station, solar radiation, photosynthetic active radiation",umol/s/m^2,15 minute,15 minute,9/1/2015,9/1/2015,NA,present,now,NA,NA,S. Wagner,.csv,https://ltar.nal.usda.gov/ltar/met/index,UMRB-Morris-000,1,Swan Lake Research Farm,Open,Meteorology,"WeatherDaily, WeatherStation",Photosynthetically active radiation,Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,yes,15 minute,
7973,UMRB-Morris0091,6127,UMRB-Morris,Phenocam,RBG,"Phenocam, RGB, images, Plot Scale",jpg,30 minute,30 minute,10/2/2015,10/2/2015,NA,present,now,NA,NA,S. Wagner,.jpg,https://phenocam.sr.unh.edu/webcam/sites/arsmnswanlake1/,arsmnswanlake1,1,Swan Lake Research Farm,Open,Phenology,new ecology,PhenoCam,NA,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",biota,yes,30 minute,
7974,UMRB-Morris0092,6128,UMRB-Morris,Phenocam,IR,"Phenocam, IR, images, Plot Scale",jpg,30 minute,30 minute,10/2/2015,10/2/2015,NA,present,now,NA,NA,S. Wagner,.jpg,https://phenocam.sr.unh.edu/webcam/sites/arsmnswanlake1_IR/,arsmnswanlake1,1,Swan Lake Research Farm,Open,Phenology,new ecology,PhenoCam,NA,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",biota,yes,30 minute,
7975,UMRB-Morris0093,6129,UMRB-Morris,Phenocam Continous,RBG,"Phenocam, RGB, images, Business As Usual",jpg,30 minute,30 minute,7/25/2017,7/25/2017,NA,present,now,NA,NA,C. Wente,.jpg,https://phenocam.sr.unh.edu/webcam/sites/arsmorris1/,arsmorris1,1,arsmorris1,Open,Phenology,new ecology,PhenoCam,NA,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",biota,yes,30 minute,
7976,UMRB-Morris0094,6130,UMRB-Morris,Phenocam Continous,IR,"Phenocam, IR, images, Business As Usual",jpg,30 minute,30 minute,7/25/2017,7/25/2017,NA,present,now,NA,NA,C. Wente,.jpg,https://phenocam.sr.unh.edu/webcam/sites/arsmorris1_IR/,arsmorris1,1,arsmorris1,Open,Phenology,new ecology,PhenoCam,NA,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",biota,yes,30 minute,
7977,UMRB-Morris0095,6131,UMRB-Morris,Phenocam Continous,RBG,"Phenocam, RGB, images, Aspirational",jpg,30 minute,30 minute,7/25/2017,7/25/2017,NA,present,now,NA,NA,C. Wente,.jpg,https://phenocam.sr.unh.edu/webcam/sites/arsmorris2/,arsmorris2,1,arsmorris2,Open,Phenology,new ecology,PhenoCam,NA,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",biota,yes,30 minute,
7978,UMRB-Morris0096,6132,UMRB-Morris,Phenocam Continous,IR,"Phenocam, IR, images, Aspirational",jpg,30 minute,30 minute,7/25/2017,7/25/2017,NA,present,now,NA,NA,C. Wente,.jpg,https://phenocam.sr.unh.edu/webcam/sites/arsmorris2_IR/,arsmorris2,1,arsmorris2,Open,Phenology,new ecology,PhenoCam,NA,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",biota,yes,30 minute,
7979,UMRB-Morris0097,6133,UMRB-Morris,Soil Sampling Mineral Analysis 2016,NH4-N,"soil analysis, fertility, mineral",ppm,Annual,1 year,11/8/2016,11/8/2016,NA,NA,NA,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Ammonium nitrogen, soil","Soil, Soil Chemistry",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,yes,annual,
7980,UMRB-Morris0098,6134,UMRB-Morris,Soil Sampling Mineral Analysis 2016,NO3-N,"soil analysis, fertility, mineral",ppm,Annual,1 year,11/8/2016,11/8/2016,NA,NA,NA,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Nitrate nitrogen, soil","Soil, Soil Chemistry",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,yes,annual,nitrogenNitrate_NO3
7981,UMRB-Morris0099,6135,UMRB-Morris,Soil Sampling Mineral Analysis 2016,K,"soil analysis, fertility, mineral",ppm,Annual,1 year,11/8/2016,11/8/2016,NA,NA,NA,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Potassium, soil","Soil, Soil Chemistry",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,yes,annual,potassium
7982,UMRB-Morris0100,6136,UMRB-Morris,Soil Sampling Mineral Analysis 2016,Olsen-P,"soil analysis, fertility, mineral",ppm,Annual,1 year,11/8/2016,11/8/2016,NA,NA,NA,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Phosphorus, soil","Soil, Soil Chemistry",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,yes,annual,phosphorus
7983,UMRB-Morris0101,6137,UMRB-Morris,Soil Sampling Mineral Analysis 2016,%N,"soil analysis, fertility, mineral",%,Annual,1 year,11/8/2016,11/8/2016,NA,NA,NA,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Total soil nitrogen, soil, mean or single measurement","Soil, Soil Chemistry",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,yes,annual,nitrogen
7984,UMRB-Morris0102,6138,UMRB-Morris,Soil Sampling Mineral Analysis 2016,%C,"soil analysis, fertility, mineral",%,Annual,1 year,11/8/2016,11/8/2016,NA,NA,NA,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Total soil carbon, soil, mean or single measurement","Soil, Soil Chemistry",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,yes,annual,carbon
7985,UMRB-Morris0103,6139,UMRB-Morris,Soil Sampling Mineral Analysis 2016,%IC,"soil analysis, fertility, mineral",%,Annual,1 year,11/8/2016,11/8/2016,NA,NA,NA,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Inorganic soil carbon, soil, mean or single measurement","Soil, Soil Chemistry",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,yes,annual,
7986,UMRB-Morris0104,6140,UMRB-Morris,Soil Sampling Mineral Analysis 2016,%OC,"soil analysis, fertility, mineral",%,Annual,1 year,11/8/2016,11/8/2016,NA,NA,NA,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Organic soil carbon, soil, mean or single measurement","Soil, Soil Chemistry",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,yes,annual,carbonTotalOrganic
7987,UMRB-Morris0105,6141,UMRB-Morris,Soil Sampling Mineral Analysis 2016,Al 237.312,"soil analysis, fertility, mineral",ppm,Annual,1 year,11/8/2016,11/8/2016,NA,NA,NA,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Aluminum, soil","Soil, Soil Chemistry",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,yes,annual,
7988,UMRB-Morris0106,6142,UMRB-Morris,Soil Sampling Mineral Analysis 2016,Al 394.401,"soil analysis, fertility, mineral",ppm,Annual,1 year,11/8/2016,11/8/2016,NA,NA,NA,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Aluminum, soil","Soil, Soil Chemistry",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,yes,annual,
7989,UMRB-Morris0107,6143,UMRB-Morris,Soil Sampling Mineral Analysis 2016,As 188.980,"soil analysis, fertility, mineral",ppm,Annual,1 year,11/8/2016,11/8/2016,NA,NA,NA,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Mineral associated carbon, soil, mean or single measurement","Soil, Soil Chemistry",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,yes,annual,
7990,UMRB-Morris0108,6144,UMRB-Morris,Soil Sampling Mineral Analysis 2016,B 249.772,"soil analysis, fertility, mineral",ppm,Annual,1 year,11/8/2016,11/8/2016,NA,NA,NA,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",boron,"Soil, Soil Chemistry",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,yes,annual,
7991,UMRB-Morris0109,6145,UMRB-Morris,Soil Sampling Mineral Analysis 2016,Ba 455.403,"soil analysis, fertility, mineral",ppm,Annual,1 year,11/8/2016,11/8/2016,NA,NA,NA,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",Ba 455.403,"Soil, Soil Chemistry",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,yes,annual,
7992,UMRB-Morris0110,6146,UMRB-Morris,Soil Sampling Mineral Analysis 2016,Be 313.107,"soil analysis, fertility, mineral",ppm,Annual,1 year,11/8/2016,11/8/2016,NA,NA,NA,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Beryllium-7, soil","Soil, Soil Chemistry",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,yes,annual,
7993,UMRB-Morris0111,6147,UMRB-Morris,Soil Sampling Mineral Analysis 2016,Ca 422.673,"soil analysis, fertility, mineral",ppm,Annual,1 year,11/8/2016,11/8/2016,NA,NA,NA,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Calcium, soil","Soil, Soil Chemistry",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,yes,annual,calcium
7994,UMRB-Morris0112,6148,UMRB-Morris,Soil Sampling Mineral Analysis 2016,Cd 214.439,"soil analysis, fertility, mineral",ppm,Annual,1 year,11/8/2016,11/8/2016,NA,NA,NA,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","cadmium, soil","Soil, Soil Chemistry",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,yes,annual,
7995,UMRB-Morris0113,6149,UMRB-Morris,Soil Sampling Mineral Analysis 2016,Co 238.892,"soil analysis, fertility, mineral",ppm,Annual,1 year,11/8/2016,11/8/2016,NA,NA,NA,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","cobalt, soil","Soil, Soil Chemistry",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,yes,annual,
7996,UMRB-Morris0114,6150,UMRB-Morris,Soil Sampling Mineral Analysis 2016,Cr 267.716,"soil analysis, fertility, mineral",ppm,Annual,1 year,11/8/2016,11/8/2016,NA,NA,NA,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","chromium, soil","Soil, Soil Chemistry",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,yes,annual,
7997,UMRB-Morris0115,6151,UMRB-Morris,Soil Sampling Mineral Analysis 2016,Cu 324.754,"soil analysis, fertility, mineral",ppm,Annual,1 year,11/8/2016,11/8/2016,NA,NA,NA,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Copper, soil","Soil, Soil Chemistry",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,yes,annual,copper
7998,UMRB-Morris0116,6152,UMRB-Morris,Soil Sampling Mineral Analysis 2016,Fe 259.940,"soil analysis, fertility, mineral",ppm,Annual,1 year,11/8/2016,11/8/2016,NA,NA,NA,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Iron, soil","Soil, Soil Chemistry",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,yes,annual,Iron
7999,UMRB-Morris0117,6153,UMRB-Morris,Soil Sampling Mineral Analysis 2016,K 766.491,"soil analysis, fertility, mineral",ppm,Annual,1 year,11/8/2016,11/8/2016,NA,NA,NA,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Potassium, soil","Soil, Soil Chemistry",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,yes,annual,potassium
8000,UMRB-Morris0118,6154,UMRB-Morris,Soil Sampling Mineral Analysis 2016,Li 670.783,"soil analysis, fertility, mineral",ppm,Annual,1 year,11/8/2016,11/8/2016,NA,NA,NA,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","lithium, soil","Soil, Soil Chemistry",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,yes,annual,
8001,UMRB-Morris0119,6155,UMRB-Morris,Soil Sampling Mineral Analysis 2016,Mg 285.213,"soil analysis, fertility, mineral",ppm,Annual,1 year,11/8/2016,11/8/2016,NA,NA,NA,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Magnesium, soil","Soil, Soil Chemistry",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,yes,annual,magnesium
8002,UMRB-Morris0120,6156,UMRB-Morris,Soil Sampling Mineral Analysis 2016,Mn 257.610,"soil analysis, fertility, mineral",ppm,Annual,1 year,11/8/2016,11/8/2016,NA,NA,NA,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Mangenese, soil","Soil, Soil Chemistry",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,yes,annual,mangenese
8003,UMRB-Morris0121,6157,UMRB-Morris,Soil Sampling Mineral Analysis 2016,Mo 202.032,"soil analysis, fertility, mineral",ppm,Annual,1 year,11/8/2016,11/8/2016,NA,NA,NA,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","molybdenum, soil","Soil, Soil Chemistry",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,yes,annual,
8004,UMRB-Morris0122,6158,UMRB-Morris,Soil Sampling Mineral Analysis 2016,Na 588.995,"soil analysis, fertility, mineral",ppm,Annual,1 year,11/8/2016,11/8/2016,NA,NA,NA,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Sodium, soil","Soil, Soil Chemistry",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,yes,annual,sodium
8005,UMRB-Morris0123,6159,UMRB-Morris,Soil Sampling Mineral Analysis 2016,Ni 231.604,"soil analysis, fertility, mineral",ppm,Annual,1 year,11/8/2016,11/8/2016,NA,NA,NA,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","chromium, soil","Soil, Soil Chemistry",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,yes,annual,
8006,UMRB-Morris0124,6160,UMRB-Morris,Soil Sampling Mineral Analysis 2016,P 177.434,"soil analysis, fertility, mineral",ppm,Annual,1 year,11/8/2016,11/8/2016,NA,NA,NA,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Phosphorus, soil","Soil, Soil Chemistry",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,yes,annual,phosphorus
8007,UMRB-Morris0125,6161,UMRB-Morris,Soil Sampling Mineral Analysis 2016,P 213.618,"soil analysis, fertility, mineral",ppm,Annual,1 year,11/8/2016,11/8/2016,NA,NA,NA,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Phosphorus, soil","Soil, Soil Chemistry",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,yes,annual,phosphorus
8008,UMRB-Morris0126,6162,UMRB-Morris,Soil Sampling Mineral Analysis 2016,Pb 220.353,"soil analysis, fertility, mineral",ppm,Annual,1 year,11/8/2016,11/8/2016,NA,NA,NA,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Lead-210, soil","Soil, Soil Chemistry",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,yes,annual,
8009,UMRB-Morris0127,6163,UMRB-Morris,Soil Sampling Mineral Analysis 2016,Rb 780.026,"soil analysis, fertility, mineral",ppm,Annual,1 year,11/8/2016,11/8/2016,NA,NA,NA,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","rubidium, soil","Soil, Soil Chemistry",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,yes,annual,
8010,UMRB-Morris0128,6164,UMRB-Morris,Soil Sampling Mineral Analysis 2016,S 180.669,"soil analysis, fertility, mineral",ppm,Annual,1 year,11/8/2016,11/8/2016,NA,NA,NA,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Sulfate, soil","Soil, Soil Chemistry",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,yes,annual,
8011,UMRB-Morris0129,6165,UMRB-Morris,Soil Sampling Mineral Analysis 2016,S 181.972,"soil analysis, fertility, mineral",ppm,Annual,1 year,11/8/2016,11/8/2016,NA,NA,NA,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Sulfate, soil","Soil, Soil Chemistry",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,yes,annual,
8012,UMRB-Morris0130,6166,UMRB-Morris,Soil Sampling Mineral Analysis 2016,Se 196.026,"soil analysis, fertility, mineral",ppm,Annual,1 year,11/8/2016,11/8/2016,NA,NA,NA,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","selenium, soil","Soil, Soil Chemistry",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,yes,annual,
8013,UMRB-Morris0131,6167,UMRB-Morris,Soil Sampling Mineral Analysis 2016,Si 251.611,"soil analysis, fertility, mineral",ppm,Annual,1 year,11/8/2016,11/8/2016,NA,NA,NA,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","silicon, soil","Soil, Soil Chemistry",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,yes,annual,
8014,UMRB-Morris0132,6168,UMRB-Morris,Soil Sampling Mineral Analysis 2016,Sr 407.771,"soil analysis, fertility, mineral",ppm,Annual,1 year,11/8/2016,11/8/2016,NA,NA,NA,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","strontium, soil","Soil, Soil Chemistry",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,yes,annual,
8015,UMRB-Morris0133,6169,UMRB-Morris,Soil Sampling Mineral Analysis 2016,Ti 336.122,"soil analysis, fertility, mineral",ppm,Annual,1 year,11/8/2016,11/8/2016,NA,NA,NA,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","tellurium, soil","Soil, Soil Chemistry",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,yes,annual,
